Date,6857.T,8267.T,5201.T,2802.T,6770.T,6113.T,9202.T,8304.T,2502.T,3407.T
2015-02-19,1357.7025146484375,1227.4501953125,2977.81201171875,2094.38720703125,2296.95849609375,862.5114135742188,2907.68017578125,3222.046630859375,3358.229736328125,1017.8892822265624
2015-02-20,1354.1199951171875,1197.5123291015625,2977.81201171875,2064.07373046875,2413.7841796875,881.297119140625,2886.936767578125,3222.046630859375,3314.908935546875,1025.5455322265625
2015-02-23,1379.1962890625,1198.8939208984375,3027.579833984375,2063.6142578125,2467.137451171875,903.3499755859376,2925.7177734375,3244.52587890625,3293.24853515625,1046.388427734375
2015-02-24,1408.7509765625,1200.7362060546875,3160.2958984375,2053.05078125,2439.541259765625,904.1666870117188,2931.12939453125,3244.52587890625,3290.154296875,1035.3289794921875
2015-02-25,1408.7509765625,1185.525390625,3077.348388671875,2022.2779541015625,2416.5439453125,910.700927734375,2901.366943359375,3222.046630859375,3288.385986328125,1025.5455322265625
2015-02-26,1423.9757080078125,1178.611572265625,3102.232666015625,2088.8759765625,2435.861328125,913.1513061523438,2917.60107421875,3207.06005859375,3302.973388671875,1033.202392578125
2015-02-27,1417.70654296875,1179.5330810546875,3127.1171875,2110.00341796875,2474.49658203125,923.7692260742188,2929.325439453125,3229.539794921875,3268.0517578125,1051.4925537109375
2015-03-02,1425.7669677734375,1168.470947265625,3135.411376953125,2088.41650390625,2491.054443359375,936.0208129882812,2932.93310546875,3214.552734375,3272.0302734375,1042.5604248046875
2015-03-03,1407.8551025390625,1174.4630126953125,3172.73828125,2133.427490234375,2614.31982421875,924.5860595703124,2947.36328125,3222.046630859375,3359.555419921875,1039.1571044921875
2015-03-04,1388.15234375,1158.7911376953125,3143.706298828125,2129.7529296875,2577.52392578125,916.4183349609376,2932.031005859375,3192.073974609375,3306.509765625,1031.9261474609375
2015-03-05,1380.09228515625,1171.697265625,3152.001220703125,2181.1943359375,2595.922119140625,915.6016235351562,2937.442626953125,3184.580322265625,3310.93017578125,1038.732177734375
2015-03-06,1425.7669677734375,1179.0723876953125,3176.88525390625,2340.569580078125,2589.482421875,918.0518798828124,2958.18603515625,3311.963623046875,3319.329345703125,1059.1492919921875
2015-03-09,1390.8389892578125,1165.7052001953125,3156.14794921875,2320.81982421875,2584.88330078125,903.3499755859376,2942.853759765625,3454.333251953125,3318.88720703125,1050.641845703125
2015-03-10,1379.1962890625,1171.236572265625,3131.264404296875,2299.233154296875,2630.87744140625,908.2505493164062,2952.774658203125,3341.9365234375,3332.1484375,1050.641845703125
2015-03-11,1380.9876708984375,1168.0098876953125,3081.49560546875,2361.23779296875,2603.28125,912.3343505859376,2946.46142578125,3349.428955078125,3283.08154296875,1041.7093505859375
2015-03-12,1381.88330078125,1196.587890625,3164.443603515625,2425.99853515625,2612.47998046875,909.0675048828124,2989.751708984375,3349.428955078125,3242.85546875,1052.3436279296875
2015-03-13,1421.2886962890625,1188.7520751953125,3176.88525390625,2416.35302734375,2592.241943359375,924.5860595703124,2983.438720703125,3364.416015625,3277.335205078125,1058.2984619140625
2015-03-16,1394.4215087890625,1159.712890625,3197.6220703125,2427.835693359375,2594.081787109375,947.4556884765624,3036.649658203125,3401.8818359375,3310.93017578125,1042.134765625
2015-03-17,1415.915283203125,1156.9473876953125,3226.654052734375,2452.637939453125,2692.51025390625,945.00537109375,3042.061279296875,3371.90869140625,3331.70654296875,1042.134765625
2015-03-18,1401.5859375,1168.9317626953125,3205.9169921875,2458.1494140625,2865.448974609375,956.4401245117188,3048.374267578125,3341.9365234375,3352.482666015625,1048.51513671875
2015-03-19,1390.8389892578125,1172.6192626953125,3214.211669921875,2415.89404296875,2773.460205078125,975.2260131835938,3043.86474609375,3326.95068359375,3301.646728515625,1066.38037109375
2015-03-20,1405.16845703125,1176.7677001953125,3234.948486328125,2455.852783203125,2751.382568359375,977.6762084960938,3044.76708984375,3319.457275390625,3356.461181640625,1044.6868896484375
2015-03-23,1428.4534912109375,1235.30615234375,3222.50634765625,2467.794677734375,2778.0595703125,972.775634765625,3079.940673828125,3334.443359375,3353.3671875,1052.3436279296875
2015-03-24,1439.2005615234375,1236.6893310546875,3247.390625,2463.6611328125,2713.66748046875,955.6234741210938,3060.09912109375,3326.95068359375,3381.2158203125,1028.0977783203125
